IDKSIP,year,date,hour,district,district_commune,road_category,road_number,type_of_road,road_geometry,area,Longitude,Latitude,char_place_of_the_event,weather_conditions,lighting,type_of_accident,num_of_accidents,num_of_fatalities,num_of_injured,type_of_injury,is_offender_intoxicated,,,,,,,,,,
EWK-98818527W,2015,2015-04-02,17,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5308W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1608888888889,51.41,Przejście dla pieszych,"Opady śniegu, gradu",Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98823653C,2015,2015-04-04,15,POWIAT PŁOŃSKI,PŁOŃSK - OBSZAR MIEJSKI,Droga powiatowa,P3074W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.3733333333333,52.6319444444444,Przejście dla pieszych,"Opady śniegu, gradu",Światło dzienne,Najechanie na pieszego,1,0,2,Lekko,N,,,,,,,,,,
EWK-98823653C,2015,2015-04-04,15,POWIAT PŁOŃSKI,PŁOŃSK - OBSZAR MIEJSKI,Droga powiatowa,P3074W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.3733333333333,52.6319444444444,Przejście dla pieszych,"Opady śniegu, gradu",Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98727968U,2015,2015-01-16,10,POWIAT SIERPECKI,SIERPC - OBSZAR MIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6888888888889,52.8558611111111,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-98727968U,2015,2015-01-16,10,POWIAT SIERPECKI,SIERPC - OBSZAR MIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6888888888889,52.8558611111111,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98753463M,2015,2015-02-03,14,POWIAT ŻYRARDOWSKI,MSZCZONÓW - OBSZAR WIEJSKI,Droga powiatowa,P4710W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.5970277777778,51.9071388888889,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-98753463M,2015,2015-02-03,14,POWIAT ŻYRARDOWSKI,MSZCZONÓW - OBSZAR WIEJSKI,Droga powiatowa,P4710W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.5970277777778,51.9071388888889,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98992375G,2015,2015-06-24,17,POWIAT GRÓJECKI,GRÓJEC - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.8645555555556,51.8655555555556,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-98992375G,2015,2015-06-24,17,POWIAT GRÓJECKI,GRÓJEC - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.8645555555556,51.8655555555556,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99011628T,2015,2015-07-03,8,POWIAT CIECHANOWSKI,CIECHANÓW - OBSZAR MIEJSKI,Droga gminna,G121139W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.6163611111111,52.8741111111111,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-99011628T,2015,2015-07-03,8,POWIAT CIECHANOWSKI,CIECHANÓW - OBSZAR MIEJSKI,Droga gminna,G121139W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.6163611111111,52.8741111111111,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99097857N,2015,2015-08-14,9,POWIAT PUŁTUSKI,ZATORY - OBSZAR WIEJSKI,Droga powiatowa,P3432W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1826388888889,52.6121388888889,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-99097857N,2015,2015-08-14,9,POWIAT PUŁTUSKI,ZATORY - OBSZAR WIEJSKI,Droga powiatowa,P3432W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1826388888889,52.6121388888889,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99120880L,2015,2015-08-27,13,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.8890833333333,53.0240277777778,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-99120880L,2015,2015-08-27,13,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.8890833333333,53.0240277777778,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99157073L,2015,2015-09-10,7,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530071W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.156,51.3893888888889,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-99157073L,2015,2015-09-10,7,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530071W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.156,51.3893888888889,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99298165H,2015,2015-11-04,11,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5302W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1615833333333,51.4030555555556,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-99298165H,2015,2015-11-04,11,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5302W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1615833333333,51.4030555555556,Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98802126K,2015,2015-03-19,14,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga krajowa,62,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,19.7596111111111,52.55,Przejście dla pieszych,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-98802126K,2015,2015-03-19,14,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga krajowa,62,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,19.7596111111111,52.55,Przejście dla pieszych,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98805367J,2015,2015-03-23,7,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5322W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1553611111111,51.3966111111111,Przejście dla pieszych,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,2,Lekko,N,,,,,,,,,,
EWK-98938990X,2015,2015-06-03,15,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.2405555555556,52.2290833333333,Przejście dla pieszych,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-98938990X,2015,2015-06-03,15,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.2405555555556,52.2290833333333,Przejście dla pieszych,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98941498Y,2015,2015-06-05,12,POWIAT PUŁTUSKI,PUŁTUSK - OBSZAR MIEJSKI,Droga krajowa,61,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.0864166666667,52.7095,Przejście dla pieszych,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-98941498Y,2015,2015-06-05,12,POWIAT PUŁTUSKI,PUŁTUSK - OBSZAR MIEJSKI,Droga krajowa,61,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.0864166666667,52.7095,Przejście dla pieszych,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99280024Q,2015,2015-10-28,7,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6939444444444,52.5587777777778,Przejście dla pieszych,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-99280024Q,2015,2015-10-28,7,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6939444444444,52.5587777777778,Przejście dla pieszych,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103664034F,2015,2015-12-24,9,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6927222222222,52.5563333333333,"Wjazd, wyjazd z posesji, pola",Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-103664034F,2015,2015-12-24,9,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6927222222222,52.5563333333333,"Wjazd, wyjazd z posesji, pola",Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103571085H,2015,2015-12-15,22,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR WIEJSKI,Droga krajowa,92,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.2758611111111,52.2259722222222,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-103571085H,2015,2015-12-15,22,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR WIEJSKI,Droga krajowa,92,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.2758611111111,52.2259722222222,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103594318H,2015,2015-12-17,19,POWIAT PŁOŃSKI,CZERWIŃSK NAD WISŁĄ - OBSZAR WIEJSKI,Droga krajowa,62,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.4218888888889,52.4209722222222,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-103594318H,2015,2015-12-17,19,POWIAT PŁOŃSKI,CZERWIŃSK NAD WISŁĄ - OBSZAR WIEJSKI,Droga krajowa,62,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.4218888888889,52.4209722222222,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103605259D,2015,2015-12-21,19,POWIAT RADOMSKI,GÓZD - OBSZAR WIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.2943333333333,51.3873333333333,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-103605259D,2015,2015-12-21,19,POWIAT RADOMSKI,GÓZD - OBSZAR WIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.2943333333333,51.3873333333333,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98720122K,2015,2015-01-09,17,POWIAT PŁOCKI,GĄBIN - OBSZAR WIEJSKI,Droga wojewódzka,577,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.7802222222222,52.3822777777778,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-98729010W,2015,2015-01-17,3,POWIAT WYSZKOWSKI,SOMIANKA - OBSZAR WIEJSKI,Droga wojewódzka,618,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.3401111111111,52.6260277777778,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-98750325H,2015,2015-02-03,18,POWIAT GOSTYNIŃSKI,GOSTYNIN - OBSZAR WIEJSKI,Droga gminna,G140209W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.5070277777778,52.4476666666667,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-98751401F,2015,2015-02-04,23,POWIAT OSTROŁĘCKI,CZARNIA - OBSZAR WIEJSKI,Droga powiatowa,2512W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.2155555555556,53.3120277777778,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98752046G,2015,2015-02-04,17,POWIAT PŁOCKI,SŁUBICE - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.8776666666667,52.3758888888889,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-98778871T,2015,2015-02-27,18,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.8741944444444,53.0388888888889,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-98778871T,2015,2015-02-27,18,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.8741944444444,53.0388888888889,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98787186A,2015,2015-03-06,18,POWIAT PŁOCKI,BODZANÓW - OBSZAR WIEJSKI,Droga powiatowa,P2941W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.9286111111111,52.4916944444445,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-98871231L,2015,2015-05-02,2,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1037222222222,51.3974722222222,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-98871231L,2015,2015-05-02,2,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1037222222222,51.3974722222222,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99351320F,2015,2015-11-24,16,POWIAT ŻUROMIŃSKI,ŻUROMIN - OBSZAR WIEJSKI,Droga powiatowa,P4613W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.8473333333333,53.0756111111111,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99359890K,2015,2015-11-27,16,POWIAT OSTROŁĘCKI,KADZIDŁO - OBSZAR WIEJSKI,Droga krajowa,53,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.37875,53.29975,Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98812460U,2015,2015-03-28,23,POWIAT GOSTYNIŃSKI,GOSTYNIN - OBSZAR MIEJSKI,Droga gminna,G140121W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.4710277777778,52.4249444444444,Przejazd kolejowy niestrzeżony,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,T,,,,,,,,,,
EWK-98812460U,2015,2015-03-28,23,POWIAT GOSTYNIŃSKI,GOSTYNIN - OBSZAR MIEJSKI,Droga gminna,G140121W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.4710277777778,52.4249444444444,Przejazd kolejowy niestrzeżony,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-98740528G,2015,2015-01-26,17,POWIAT WYSZKOWSKI,WYSZKÓW - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.46225,52.5603611111111,Przejście dla pieszych,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-98740528G,2015,2015-01-26,17,POWIAT WYSZKOWSKI,WYSZKÓW - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.46225,52.5603611111111,Przejście dla pieszych,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103607037H,2015,2015-12-22,5,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.7308611111111,52.5386388888889,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-103607037H,2015,2015-12-22,5,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.7308611111111,52.5386388888889,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103662696R,2015,2015-12-26,20,POWIAT PRZYSUSKI,KLWÓW - OBSZAR WIEJSKI,Droga powiatowa,34356W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.6662777777778,51.5284722222222,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,T,,,,,,,,,,
EWK-103662696R,2015,2015-12-26,20,POWIAT PRZYSUSKI,KLWÓW - OBSZAR WIEJSKI,Droga powiatowa,34356W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.6662777777778,51.5284722222222,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-98746303A,2015,2015-02-01,18,POWIAT RADOMSKI,JEDLIŃSK - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1443888888889,51.4765833333333,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98749420C,2015,2015-01-13,20,POWIAT GARWOLIŃSKI,GARWOLIN - OBSZAR WIEJSKI,Droga powiatowa,31310W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.5588888888889,51.9114166666667,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,T,,,,,,,,,,
EWK-98749420C,2015,2015-01-13,20,POWIAT GARWOLIŃSKI,GARWOLIN - OBSZAR WIEJSKI,Droga powiatowa,31310W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.5588888888889,51.9114166666667,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-98765768E,2015,2015-02-14,17,POWIAT WYSZKOWSKI,WYSZKÓW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.4618888888889,52.59675,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,2,Lekko,N,,,,,,,,,,
EWK-98765768E,2015,2015-02-14,17,POWIAT WYSZKOWSKI,WYSZKÓW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.4618888888889,52.59675,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98785014A,2015,2015-03-04,17,POWIAT PRZASNYSKI,JEDNOROŻEC - OBSZAR WIEJSKI,Droga powiatowa,3236W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.0385277777778,53.0965,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Ciężko,T,,,,,,,,,,
EWK-98785014A,2015,2015-03-04,17,POWIAT PRZASNYSKI,JEDNOROŻEC - OBSZAR WIEJSKI,Droga powiatowa,3236W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.0385277777778,53.0965,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-98818548P,2015,2015-04-02,3,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P1715W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.4428333333333,51.4428333333333,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-98818548P,2015,2015-04-02,3,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P1715W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.4428333333333,51.4428333333333,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-98825942X,2015,2015-04-01,22,POWIAT SIEDLECKI,SIEDLCE - OBSZAR WIEJSKI,Droga wojewódzka,698,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,22.4130555555556,52.1769166666667,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-98825942X,2015,2015-04-01,22,POWIAT SIEDLECKI,SIEDLCE - OBSZAR WIEJSKI,Droga wojewódzka,698,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,22.4130555555556,52.1769166666667,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99205735C,2015,2015-09-29,18,POWIAT ZWOLEŃSKI,ZWOLEŃ - OBSZAR MIEJSKI,Droga powiatowa,34513W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.5796111111111,51.3452222222222,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-99205735C,2015,2015-09-29,18,POWIAT ZWOLEŃSKI,ZWOLEŃ - OBSZAR MIEJSKI,Droga powiatowa,34513W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.5796111111111,51.3452222222222,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99257164G,2015,2015-10-20,18,POWIAT MAKOWSKI,SZELKÓW - OBSZAR WIEJSKI,Droga powiatowa,P2118W,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,21.1736111111111,52.8365555555556,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-99257164G,2015,2015-10-20,18,POWIAT MAKOWSKI,SZELKÓW - OBSZAR WIEJSKI,Droga powiatowa,P2118W,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,21.1736111111111,52.8365555555556,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99270727J,2015,2015-10-23,21,POWIAT RADOMSKI,JASTRZĘBIA - OBSZAR WIEJSKI,Droga powiatowa,P1715W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.2975277777778,51.5162222222222,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-99277400A,2015,2015-10-20,22,POWIAT OSTROŁĘCKI,GOWOROWO - OBSZAR WIEJSKI,Droga powiatowa,2572W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.5571666666667,52.90925,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-99277400A,2015,2015-10-20,22,POWIAT OSTROŁĘCKI,GOWOROWO - OBSZAR WIEJSKI,Droga powiatowa,2572W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.5571666666667,52.90925,Jezdnia,Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
