IDKSIP,year,date,hour,district,district_commune,road_category,road_number,type_of_road,road_geometry,area,Longitude,Latitude,char_place_of_the_event,weather_conditions,lighting,type_of_accident,num_of_accidents,num_of_fatalities,num_of_injured,type_of_injury,is_offender_intoxicated,,,,,,,,,,
EWK-106479329G,2017,2017-10-16,8,POWIAT GRÓJECKI,NOWE MIASTO NAD PILICĄ - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednokierunkowa,Odcinek prosty,Obszar zabudowany,20.6158611111111,51.6444444444444,Pobocze,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105324686U,2017,2017-01-05,13,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.8824444444444,53.0395,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105324686U,2017,2017-01-05,13,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.8824444444444,53.0395,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105326937P,2017,2017-01-07,13,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga wojewódzka,627,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.8962222222222,52.8039444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,2,Lekko,N,,,,,,,,,,
EWK-105326937P,2017,2017-01-07,13,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga wojewódzka,627,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.8962222222222,52.8039444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105351417C,2017,2017-01-11,8,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,22.2825833333333,52.1654166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105351417C,2017,2017-01-11,8,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,22.2825833333333,52.1654166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105394364D,2017,2017-02-01,9,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5347W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1652222222222,51.3998888888889,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105394364D,2017,2017-02-01,9,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5347W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1652222222222,51.3998888888889,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105452389H,2017,2017-02-15,10,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5339W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1456388888889,51.4154166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-105452389H,2017,2017-02-15,10,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5339W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1456388888889,51.4154166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105718946T,2017,2017-03-28,15,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,5213W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6877222222222,52.56025,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105718946T,2017,2017-03-28,15,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,5213W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6877222222222,52.56025,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105721164K,2017,2017-03-29,12,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga wojewódzka,744,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1307222222222,51.4095555555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105721164K,2017,2017-03-29,12,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga wojewódzka,744,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1307222222222,51.4095555555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105724951E,2017,2017-03-31,9,POWIAT MŁAWSKI,MŁAWA - OBSZAR MIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.3874166666667,54.1450555555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-105724951E,2017,2017-03-31,9,POWIAT MŁAWSKI,MŁAWA - OBSZAR MIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.3874166666667,54.1450555555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105764702U,2017,2017-04-20,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga wojewódzka,744,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1303333333333,51.3895,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105764702U,2017,2017-04-20,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga wojewódzka,744,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1303333333333,51.3895,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105792622D,2017,2017-05-08,11,POWIAT PUŁTUSKI,PUŁTUSK - OBSZAR MIEJSKI,Droga wojewódzka,618,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.08025,52.7084166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105792622D,2017,2017-05-08,11,POWIAT PUŁTUSKI,PUŁTUSK - OBSZAR MIEJSKI,Droga wojewódzka,618,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.08025,52.7084166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105804521L,2017,2017-05-13,7,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga powiatowa,P1724W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.56325,51.6058611111111,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105804521L,2017,2017-05-13,7,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga powiatowa,P1724W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.56325,51.6058611111111,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105907428J,2017,2017-05-18,19,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5301W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1587777777778,51.4101944444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,2,Lekko,N,,,,,,,,,,
EWK-105907428J,2017,2017-05-18,19,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5301W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1587777777778,51.4101944444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105909601L,2017,2017-05-19,14,POWIAT RADOMSKI,PIONKI - OBSZAR MIEJSKI,Droga wojewódzka,787,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.4445833333333,51.4765277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-105909601L,2017,2017-05-19,14,POWIAT RADOMSKI,PIONKI - OBSZAR MIEJSKI,Droga wojewódzka,787,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.4445833333333,51.4765277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105913105C,2017,2017-05-19,17,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530065W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1540555555556,51.4228333333333,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105913105C,2017,2017-05-19,17,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530065W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1540555555556,51.4228333333333,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105916210X,2017,2017-05-23,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3564W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1579444444444,51.4142222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-105916210X,2017,2017-05-23,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3564W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1579444444444,51.4142222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105930059R,2017,2017-05-30,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530062W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1758333333333,51.40375,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105930059R,2017,2017-05-30,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530062W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1758333333333,51.40375,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105932172H,2017,2017-05-31,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5301W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1569722222222,51.4074722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-105932172H,2017,2017-05-31,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5301W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1569722222222,51.4074722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105933571L,2017,2017-06-01,12,POWIAT MŁAWSKI,STRZEGOWO - OBSZAR WIEJSKI,Droga krajowa,7,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.3036944444444,52.8934444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105933571L,2017,2017-06-01,12,POWIAT MŁAWSKI,STRZEGOWO - OBSZAR WIEJSKI,Droga krajowa,7,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.3036944444444,52.8934444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105935785T,2017,2017-06-01,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3564W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1199166666667,51.3815277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105935785T,2017,2017-06-01,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3564W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1199166666667,51.3815277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105943821Q,2017,2017-06-02,9,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga wojewódzka,559,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6789166666667,52.5620277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105943821Q,2017,2017-06-02,9,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga wojewódzka,559,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6789166666667,52.5620277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105945357F,2017,2017-06-05,17,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6972777777778,52.5540555555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106015283U,2017,2017-06-13,11,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,5210W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6774722222222,52.5553055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106015283U,2017,2017-06-13,11,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,5210W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6774722222222,52.5553055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106015444E,2017,2017-06-13,11,POWIAT CIECHANOWSKI,CIECHANÓW - OBSZAR MIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.6212222222222,52.8725277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106015444E,2017,2017-06-13,11,POWIAT CIECHANOWSKI,CIECHANÓW - OBSZAR MIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.6212222222222,52.8725277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106053164F,2017,2017-06-19,15,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,5207W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.68225,52.5574444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-106053164F,2017,2017-06-19,15,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,5207W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.68225,52.5574444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106157511J,2017,2017-06-24,7,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.5467777777778,51.5882777777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106157511J,2017,2017-06-24,7,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.5467777777778,51.5882777777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106159830R,2017,2017-06-27,8,POWIAT WYSZKOWSKI,WYSZKÓW - OBSZAR MIEJSKI,Droga gminna,G440525W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.4536944444444,52.62775,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-106159830R,2017,2017-06-27,8,POWIAT WYSZKOWSKI,WYSZKÓW - OBSZAR MIEJSKI,Droga gminna,G440525W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.4536944444444,52.62775,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106160188D,2017,2017-06-27,16,POWIAT RADOMSKI,JEDLIŃSK - OBSZAR WIEJSKI,Droga krajowa,7,Dwie jezdnie jednokierunkowe,,Obszar niezabudowany,21.1223611111111,51.4868055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106160188D,2017,2017-06-27,16,POWIAT RADOMSKI,JEDLIŃSK - OBSZAR WIEJSKI,Droga krajowa,7,Dwie jezdnie jednokierunkowe,,Obszar niezabudowany,21.1223611111111,51.4868055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106162757F,2017,2017-06-28,12,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga wojewódzka,559,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6722777777778,52.5768333333333,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-106162757F,2017,2017-06-28,12,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga wojewódzka,559,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.6722777777778,52.5768333333333,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106163286T,2017,2017-06-29,8,POWIAT WYSZKOWSKI,RZĄŚNIK - OBSZAR WIEJSKI,Droga powiatowa,P2648W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.3628055555556,52.7648055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-106163286T,2017,2017-06-29,8,POWIAT WYSZKOWSKI,RZĄŚNIK - OBSZAR WIEJSKI,Droga powiatowa,P2648W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.3628055555556,52.7648055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106164981G,2017,2017-06-21,14,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,22.2878611111111,52.1725277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106164981G,2017,2017-06-21,14,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,22.2878611111111,52.1725277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106178943U,2017,2017-07-05,19,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5347W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1925833333333,51.3995277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106178943U,2017,2017-07-05,19,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5347W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1925833333333,51.3995277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106183427X,2017,2017-07-08,8,POWIAT PŁOCKI,BODZANÓW - OBSZAR WIEJSKI,Droga powiatowa,P2956W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.0297777777778,52.4997222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106183427X,2017,2017-07-08,8,POWIAT PŁOCKI,BODZANÓW - OBSZAR WIEJSKI,Droga powiatowa,P2956W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.0297777777778,52.4997222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106225467K,2017,2017-07-10,10,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1286944444444,51.3959166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-106225467K,2017,2017-07-10,10,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1286944444444,51.3959166666667,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106233070N,2017,2017-07-12,16,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1472222222222,51.3900277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106233070N,2017,2017-07-12,16,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.1472222222222,51.3900277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106257087T,2017,2017-07-13,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530326W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1102222222222,51.4030277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-106257087T,2017,2017-07-13,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530326W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1102222222222,51.4030277777778,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106258332E,2017,2017-07-14,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,7,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,21.1181944444444,51.403,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106258332E,2017,2017-07-14,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,7,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,21.1181944444444,51.403,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-106278729P,2017,2017-07-24,12,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,G520023W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6741111111111,52.5543055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-106278729P,2017,2017-07-24,12,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,G520023W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6741111111111,52.5543055555556,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
